"ID","ACCOUNTID","ACCOUNT.NAME","AMOUNT","CLOSEDATE","CONTRACT_END_DATE__C","DESCRIPTION","FORECASTCATEGORY","FORECASTCATEGORYNAME","HASOPENACTIVITY","HASOPPORTUNITYLINEITEM","HASOVERDUETASK","ISCLOSED","ISWON","LEADSOURCE","NAME","NEXTSTEP","PROBABILITY","STAGENAME","TYPE"
"0060b00000pOu5lAAC","0010b00002EBgKkAAL","Duane Stadden","9840.0","2019-06-06","2020-08-09","","Closed","Closed","false","true","false","true","true","Website","Duane Stadden - New Business - 2018812","","0.0","ClosedWon","New Business"
"0060b00000pOu6NAAS","0010b00002EBgM6AAL","Cougar Investment","3840.0","2018-01-15","2018-04-20","","Closed","Closed","false","true","false","true","true","TradeShow","Cougar Investment - New Business - 2017319","","0.0","ClosedWon","New Business"
"0060b00000pOu90AAC","0010b00002EBgMhAAL","Vegetables Are Us","5640.0","2019-02-11","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Vegetables Are Us - New Business - 201851","","0.0","ClosedLost","New Business"
"0060b00000pOu11AAC","0010b00002EBgKcAAL","Geek-O","71700.0","2016-03-11","2016-06-15","","Closed","Closed","false","true","false","true","true","TradeShow","Geek-O - New Business - 2015530","","0.0","ClosedWon","New Business"
"0060b00000pOu1CAAS","0010b00002EBgMXAA1","Hansen, Orn and Stracke","47460.0","2016-06-08","2016-09-12","","Closed","Closed","false","true","false","true","true","","Hansen, Orn and Stracke - New Business - 201578","","0.0","ClosedWon","New Business"
"0060b00000pOu1IAAS","0010b00002EBgK9AAL","Wilkinson, Wisozk and Senger","11880.0","2016-05-13","2016-08-17","","Closed","Closed","false","true","false","true","true","","Wilkinson, Wisozk and Senger - New Business - 2015725","","0.0","ClosedWon","New Business"
"0060b00000pOu1fAAC","0010b00002EBgLXAA1","Fraser And Company","61200.0","2016-11-25","2017-03-01","","Closed","Closed","false","true","false","true","true","Website","Fraser And Company - New Business - 20151217","","0.0","ClosedWon","New Business"
"0060b00000pOu1rAAC","0010b00002EBgNZAA1","Greyvoid","9360.0","2017-02-22","2017-05-28","","Closed","Closed","false","true","false","true","true","Referral","Greyvoid - New Business - 2016318","","0.0","ClosedWon","New Business"
"0060b00000pOu1uAAC","0010b00002EBgLpAAL","Multicerv","32448.0","2017-01-17","2017-04-22","","Closed","Closed","false","true","false","true","true","TradeShow","Multicerv - New Business - 201644","","0.0","ClosedWon","New Business"
"0060b00000pOu2EAAS","0010b00002EBgN2AAL","Duffy Mazan","49440.0","2017-05-28","2017-08-31","","Closed","Closed","false","true","false","true","true","Referral","Duffy Mazan - New Business - 2016727","","0.0","ClosedWon","New Business"
"0060b00000pOu37AAC","0010b00002EBgPDAA1","Cosmosis","500.0","2019-05-28","2020-09-11","","Omitted","Omitted","false","true","false","true","false","","Cosmosis - Renewal - 2017921","","0.0","ClosedLost","Renewal"
"0060b00000pOu3iAAC","0010b00002EBgP0AAL","Harber-Smitham","40464.0","2016-11-13","2017-02-17","","Closed","Closed","false","true","false","true","true","Website","Harber-Smitham - New Business - 20151111","","0.0","ClosedWon","New Business"
"0060b00000pOu3kAAC","0010b00002EBgJpAAL","Monk Home Improvements","20448.0","2016-09-11","2016-12-16","","Closed","Closed","false","true","false","true","true","","Monk Home Improvements - New Business - 20151129","","0.0","ClosedWon","New Business"
"0060b00000pOu3lAAC","0010b00002EBgPsAAL","Girl Pool","11568.0","2016-09-28","2016-12-02","","Closed","Closed","false","true","false","true","true","TradeShow","Girl Pool - New Business - 2015121","","0.0","ClosedWon","New Business"
"0060b00000pOu3nAAC","0010b00002EBgKfAAL","eCOLI","79680.0","2016-10-03","2017-01-07","","Closed","Closed","false","true","false","true","true","","eCOLI - New Business - 20151223","","0.0","ClosedWon","New Business"
"0060b00000pOu3oAAC","0010b00002EBgO9AAL","Gliding Lights Children?s Fund","37680.0","2016-12-22","2017-03-27","","Closed","Closed","false","true","false","true","true","Website","Gliding Lights Children’s Fund - New Business - 2016217","","0.0","ClosedWon","New Business"
"0060b00000pOu3wAAC","0010b00002EBgKbAAL","EqualSize.com","41400.0","2017-02-25","2017-05-31","","Closed","Closed","false","true","false","true","true","","EqualSize.com - New Business - 201651","","0.0","ClosedWon","New Business"
"0060b00000pOu41AAC","0010b00002EBgPgAAL","Tiffany Pet","39540.0","2017-04-01","2017-06-05","","Closed","Closed","false","true","false","true","true","Website","Tiffany Pet - New Business - 201666","","0.0","ClosedWon","New Business"
"0060b00000pOu45AAC","0010b00002EBgPzAAL","Country Music Communications","75600.0","2017-07-05","2017-10-08","","Closed","Closed","false","true","false","true","true","TradeShow","Country Music Communications - New Business - 2016718","","0.0","ClosedWon","New Business"
"0060b00000pOu4BAAS","0010b00002EBgP1AAL","Slax","70800.0","2017-06-12","2017-09-15","","Closed","Closed","false","true","false","true","true","Website","Slax - New Business - 2016825","","0.0","ClosedWon","New Business"
"0060b00000pOu4NAAS","0010b00002EBgKlAAL","The Pier Group","33900.0","2017-08-15","2017-11-18","","Closed","Closed","false","true","false","true","true","","The Pier Group - New Business - 20161029","","0.0","ClosedWon","New Business"
"0060b00000pOu4dAAC","0010b00002EBgODAA1","Langworth-Fay","23100.0","2018-01-04","2018-04-09","","Closed","Closed","false","true","false","true","true","","Langworth-Fay - New Business - 201733","","0.0","ClosedWon","New Business"
"0060b00000pOu4kAAC","0010b00002EBgO8AAL","Macroserve","41520.0","2018-02-27","2018-05-02","","Closed","Closed","false","true","false","true","true","Website","Macroserve - New Business - 201751","","0.0","ClosedWon","New Business"
"0060b00000pOu4nAAC","0010b00002EBgOEAA1","Greenfelder and Sons","22800.0","2018-02-19","2018-05-25","","Closed","Closed","false","true","false","true","true","","Greenfelder and Sons - New Business - 2017510","","0.0","ClosedWon","New Business"
"0060b00000pOu5yAAC","0010b00002EBgPYAA1","Ass Texas","61620.0","2017-10-15","2018-01-18","","Closed","Closed","false","true","false","true","true","","Ass Texas - New Business - 20161112","","0.0","ClosedWon","New Business"
"0060b00000pOu64AAC","0010b00002EBgL9AAL","Data Basket","40320.0","2017-10-01","2017-12-04","","Closed","Closed","false","true","false","true","true","Referral","Data Basket - New Business - 20161218","","0.0","ClosedWon","New Business"
"0060b00000pOu67AAC","0010b00002EBgL3AAL","Huels, Raynor and Zieme","6480.0","2017-11-06","2018-02-09","","Closed","Closed","false","true","false","true","true","Referral","Huels, Raynor and Zieme - New Business - 20161226","","0.0","ClosedWon","New Business"
"0060b00000pOu6QAAS","0010b00002EBgOvAAL","Sand Waves","35880.0","2018-02-13","2018-05-19","","Closed","Closed","false","true","false","true","true","Website","Sand Waves - New Business - 2017331","","0.0","ClosedWon","New Business"
"0060b00000pOu6YAAS","0010b00002EBgPdAAL","GreatSkates","33600.0","2018-03-20","2018-06-23","","Closed","Closed","false","true","false","true","true","","GreatSkates - New Business - 201768","","0.0","ClosedWon","New Business"
"0060b00000pOu7lAAC","0010b00002EBgP5AAL","Stainless Feel","49500.0","2018-05-05","2018-08-08","","Closed","Closed","false","true","false","true","true","","Stainless Feel - New Business - 2017718","","0.0","ClosedWon","New Business"
"0060b00000pOu13AAC","0010b00002EBgOaAAL","Vandervort, Reichert and Bogisich","660.0","2016-03-17","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Vandervort, Reichert and Bogisich - New Business - 201566","","0.0","ClosedLost","New Business"
"0060b00000pOu15AAC","0010b00002EBgMSAA1","Bergstrom LLC","30780.0","2016-04-22","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Bergstrom LLC - New Business - 2015616","","0.0","ClosedLost","New Business"
"0060b00000pOu17AAC","0010b00002EBgLyAAL","mGravity.com","15504.0","2016-04-02","","","Omitted","Omitted","false","true","false","true","false","","mGravity.com - New Business - 2015620","","0.0","ClosedLost","New Business"
"0060b00000pOu18AAC","0010b00002EBgKHAA1","Cassin and Sons","10440.0","2016-05-12","2017-08-16","","Closed","Closed","false","true","false","true","true","Website","Cassin and Sons - New Business - 2015622","","0.0","ClosedWon","New Business"
"0060b00000pOu1BAAS","0010b00002EBgJnAAL","KISS ? Keep Internet Solutions Simple","1500.0","2016-05-26","","","Omitted","Omitted","false","true","false","true","false","","KISS – Keep Internet Solutions Simple - New Business - 201576","","0.0","ClosedLost","New Business"
"0060b00000pOu1DAAS","0010b00002EBgP9AAL","eMODE","7080.0","2016-06-06","2016-09-10","","Closed","Closed","false","true","false","true","true","Website","eMODE - New Business - 201579","","0.0","ClosedWon","New Business"
"0060b00000pOu1GAAS","0010b00002EBgOsAAL","Broad and Cough Man","8400.0","2016-05-26","2016-08-30","","Closed","Closed","false","true","false","true","true","","Broad and Cough Man - New Business - 2015722","","0.0","ClosedWon","New Business"
"0060b00000pOu1HAAS","0010b00002EBgPGAA1","Exhibit Logistics","2820.0","2016-05-25","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Exhibit Logistics - New Business - 2015724","","0.0","ClosedLost","New Business"
"0060b00000pOu1LAAS","0010b00002EBgO4AAL","The Concierge Consortium","6120.0","2016-05-28","","","Omitted","Omitted","false","true","false","true","false","","The Concierge Consortium - New Business - 2015730","","0.0","ClosedLost","New Business"
"0060b00000pOu1MAAS","0010b00002EBgLIAA1","Carroll, Bartoletti and Gerhold","2880.0","2016-06-08","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Carroll, Bartoletti and Gerhold - New Business - 201588","","0.0","ClosedLost","New Business"
"0060b00000pOu1RAAS","0010b00002EBgOUAA1","Christian Cuisine","7380.0","2016-06-21","2016-09-25","","Closed","Closed","false","true","false","true","true","Email","Christian Cuisine - New Business - 2015910","","0.0","ClosedWon","New Business"
"0060b00000pOu1SAAS","0010b00002EBgMVAA1","Quonk","36324.0","2016-07-08","","","Omitted","Omitted","false","true","false","true","false","","Quonk - New Business - 2015926","","0.0","ClosedLost","New Business"
"0060b00000pOu1VAAS","0010b00002EBgPKAA1","Reliable Guidance","5580.0","2016-08-18","2016-11-22","","Closed","Closed","false","true","false","true","true","TradeShow","Reliable Guidance - New Business - 20151013","","0.0","ClosedWon","New Business"
"0060b00000pOu1WAAS","0010b00002EBgKKAA1","Careful Hairful","33120.0","2016-08-08","","","Omitted","Omitted","false","true","false","true","false","","Careful Hairful - New Business - 20151025","","0.0","ClosedLost","New Business"
"0060b00000pOu1XAAS","0010b00002EBgKFAA1","Hamden Dr","25500.0","2016-09-23","2016-12-28","","Closed","Closed","false","true","false","true","true","","Hamden Dr - New Business - 2015119","","0.0","ClosedWon","New Business"
"0060b00000pOu1ZAAS","0010b00002EBgNGAA1","Coffee Feathers","31560.0","2016-09-21","2017-12-26","","Closed","Closed","false","true","false","true","true","","Coffee Feathers - New Business - 20151126","","0.0","ClosedWon","New Business"
"0060b00000pOu1aAAC","0010b00002EBgJjAAL","Izzby","43080.0","2016-11-09","2017-02-13","","Closed","Closed","false","true","false","true","true","Website","Izzby - New Business - 2015122","","0.0","ClosedWon","New Business"
"0060b00000pOu1bAAC","0010b00002EBgJuAAL","Coffeequarium","3840.0","2016-09-24","","","Omitted","Omitted","false","true","false","true","false","","Coffeequarium - New Business - 2015129","","0.0","ClosedLost","New Business"
"0060b00000pOu1cAAC","0010b00002EBgKIAA1","Fadeo","36960.0","2016-09-21","2016-12-26","","Closed","Closed","false","true","false","true","true","","Fadeo - New Business - 2015129","","0.0","ClosedWon","New Business"
"0060b00000pOu1dAAC","0010b00002EBgJkAAL","Lang Inc","4080.0","2016-09-25","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Lang Inc - New Business - 20151213","","0.0","ClosedLost","New Business"
"0060b00000pOu1iAAC","0010b00002EBgN1AAL","Jacobs, Nitzsche and Ratke","3600.0","2016-11-21","","","Omitted","Omitted","false","true","false","true","false","","Jacobs, Nitzsche and Ratke - New Business - 2016115","","0.0","ClosedLost","New Business"
"0060b00000pOu1jAAC","0010b00002EBgLRAA1","Prosacco, Hirthe and Purdy","2160.0","2016-11-21","","","Omitted","Omitted","false","true","false","true","false","Website","Prosacco, Hirthe and Purdy - New Business - 2016119","","0.0","ClosedLost","New Business"
"0060b00000pOu1kAAC","0010b00002EBgLOAA1","The Hee-Haw Imperative","24552.0","2016-12-11","","","Omitted","Omitted","false","true","false","true","false","Website","The Hee-Haw Imperative - New Business - 201624","","0.0","ClosedLost","New Business"
"0060b00000pOu1nAAC","0010b00002EBgK7AAL","Nienow Group","61260.0","2016-12-29","2017-03-03","","Closed","Closed","false","true","false","true","true","","Nienow Group - New Business - 201628","","0.0","ClosedWon","New Business"
"0060b00000pOu1qAAC","0010b00002EBgMkAAL","Category Five","3780.0","2017-01-29","2017-04-04","","Closed","Closed","false","true","false","true","true","","Category Five - New Business - 2016221","","0.0","ClosedWon","New Business"
"0060b00000pOu20AAC","0010b00002EBgMqAAL","Retrack","3780.0","2017-03-29","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Retrack - New Business - 201658","","0.0","ClosedLost","New Business"
"0060b00000pOu22AAC","0010b00002EBgNrAAL","Emtrac.com","57300.0","2017-05-15","2017-08-18","","Closed","Closed","false","true","false","true","true","TradeShow","Emtrac.com - New Business - 201667","","0.0","ClosedWon","New Business"
"0060b00000pOu24AAC","0010b00002EBgLcAAL","ExoKnowledge.com","39120.0","2017-04-12","2017-07-16","","Closed","Closed","false","true","false","true","true","TradeShow","ExoKnowledge.com - New Business - 2016618","","0.0","ClosedWon","New Business"
"0060b00000pOu2AAAS","0010b00002EBgNHAA1","Pride Pro Services ? Public Relations Organization","23220.0","2017-04-22","2017-07-26","","Closed","Closed","false","true","false","true","true","","Pride Pro Services – Public Relations Organization - New Business - 201678","","0.0","ClosedWon","New Business"
"0060b00000pOu2RAAS","0010b00002EBgJqAAL","Jast Group","2640.0","2017-08-18","","","Omitted","Omitted","false","true","false","true","false","Referral","Jast Group - New Business - 20161014","","0.0","ClosedLost","New Business"
"0060b00000pOu2VAAS","0010b00002EBgNFAA1","Paramix.com","15300.0","2017-09-17","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Paramix.com - New Business - 20161027","","0.0","ClosedLost","New Business"
"0060b00000pOu2eAAC","0010b00002EBgK6AAL","x-stream","136800.0","2017-11-30","","","Omitted","Omitted","false","true","false","true","false","Website","x-stream - New Business - 2017126","","0.0","ClosedLost","New Business"
"0060b00000pOu2vAAC","0010b00002EBgN8AAL","SURVIVALBOX.COM","32760.0","2018-04-23","","","Omitted","Omitted","false","true","false","true","false","Website","SURVIVALBOX.COM - New Business - 2017531","","0.0","ClosedLost","New Business"
"0060b00000pOu36AAC","0010b00002EBgJxAAL","Apexia","6840.0","2018-07-21","","","Omitted","Omitted","false","true","false","true","false","Website","Apexia - New Business - 2017913","","0.0","ClosedLost","New Business"
"0060b00000pOu3EAAS","0010b00002EBgNXAA1","Baluba","4740.0","2018-10-09","2019-01-12","","Closed","Closed","false","true","false","true","true","Website","Baluba - New Business - 2017118","","0.0","ClosedWon","New Business"
"0060b00000pOu3QAAS","0010b00002EBgKMAA1","Berge-Lockman","3900.0","2019-02-20","2019-05-26","","Closed","Closed","false","true","false","true","true","TradeShow","Berge-Lockman - New Business - 201856","","0.0","ClosedWon","New Business"
"0060b00000pOu3aAAC","0010b00002EBgK8AAL","Rocket Red","1560.0","2019-06-12","2019-09-15","","Closed","Closed","false","true","false","true","true","TradeShow","Rocket Red - New Business - 2018815","","0.0","ClosedWon","New Business"
"0060b00000pOu3fAAC","0010b00002EBgK1AAL","Visionary Dairy","2880.0","2019-07-28","","","Pipeline","Pipeline","true","true","true","false","false","Email","Visionary Dairy - New Business - 201897","","0.0","Stage1","New Business"
"0060b00000pOu3hAAC","0010b00002EBgOHAA1","Grady-Jast","3960.0","2016-08-11","2016-11-15","","Closed","Closed","false","true","false","true","true","Referral","Grady-Jast - New Business - 20151030","","0.0","ClosedWon","New Business"
"0060b00000pOu3mAAC","0010b00002EBgO1AAL","Controlnow","19800.0","2016-10-16","2017-01-20","","Closed","Closed","false","true","false","true","true","Website","Controlnow - New Business - 20151220","","0.0","ClosedWon","New Business"
"0060b00000pOu3pAAC","0010b00002EBgKRAA1","Sole ? Spirited Organisms Living Equally","30600.0","2016-12-16","","","Omitted","Omitted","false","true","false","true","false","","Sole – Spirited Organisms Living Equally - New Business - 201633","","0.0","ClosedLost","New Business"
"0060b00000pOu3rAAC","0010b00002EBgO2AAL","Hickle-Rowe","31560.0","2017-03-19","2017-06-22","","Closed","Closed","false","true","false","true","true","","Hickle-Rowe - New Business - 201645","","0.0","ClosedWon","New Business"
"0060b00000pOu3uAAC","0010b00002EBgQ1AAL","NETROPOLIS.COM","6480.0","2017-02-04","2019-04-10","","Closed","Closed","false","true","false","true","true","","NETROPOLIS.COM - New Business - 2016419","","0.0","ClosedWon","New Business"
"0060b00000pOu3yAAC","0010b00002EBgKPAA1","Hound Dog Heaven","56640.0","2017-03-15","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Hound Dog Heaven - New Business - 2016517","","0.0","ClosedLost","New Business"
"0060b00000pOu48AAC","0010b00002EBgOwAAL","Rogahn, Collins and O'Conner","8640.0","2017-07-03","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Rogahn, Collins and O'Conner - New Business - 2016813","","0.0","ClosedLost","New Business"
"0060b00000pOu49AAC","0010b00002EBgKsAAL","iBOUNCE.COM","1980.0","2017-06-09","","","Omitted","Omitted","false","true","false","true","false","TradeShow","iBOUNCE.COM - New Business - 2016821","","0.0","ClosedLost","New Business"
"0060b00000pOu4CAAS","0010b00002EBgPPAA1","Dancing Stars","46800.0","2017-07-16","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Dancing Stars - New Business - 2016826","","0.0","ClosedLost","New Business"
"0060b00000pOu4IAAS","0010b00002EBgKVAA1","Hilpert-Schumm","17280.0","2017-07-20","2017-10-23","","Closed","Closed","false","true","false","true","true","TradeShow","Hilpert-Schumm - New Business - 2016926","","0.0","ClosedWon","New Business"
"0060b00000pOu4MAAS","0010b00002EBgPCAA1","Shanahan and Sons","47100.0","2017-10-04","2018-01-07","","Closed","Closed","false","true","false","true","true","","Shanahan and Sons - New Business - 20161025","","0.0","ClosedWon","New Business"
"0060b00000pOu4UAAS","0010b00002EBgOgAAL","Yabox","8820.0","2017-10-26","2018-01-29","","Closed","Closed","false","true","false","true","true","","Yabox - New Business - 20161219","","0.0","ClosedWon","New Business"
"0060b00000pOu4hAAC","0010b00002EBgKmAAL","Elita","100980.0","2018-01-14","","","Omitted","Omitted","false","true","false","true","false","Referral","Elita - New Business - 201741","","0.0","ClosedLost","New Business"
"0060b00000pOu4pAAC","0010b00002EBgKeAAL","PreXOR","1380.0","2018-03-27","","","Omitted","Omitted","false","true","false","true","false","Website","PreXOR - New Business - 201763","","0.0","ClosedLost","New Business"
"0060b00000pOu4vAAC","0010b00002EBgKXAA1","Hilll-Leuschke","2220.0","2018-05-25","2018-08-28","","Closed","Closed","false","true","false","true","true","Referral","Hilll-Leuschke - New Business - 201786","","0.0","ClosedWon","New Business"
"0060b00000pOu56AAC","0010b00002EBgOMAA1","Jetpulse","1080.0","2018-08-04","","","Omitted","Omitted","false","true","false","true","false","Website","Jetpulse - New Business - 20171019","","0.0","ClosedLost","New Business"
"0060b00000pOu5GAAS","0010b00002EBgO5AAL","Johns, Braun and Langworth","1920.0","2018-11-27","2019-02-02","","Closed","Closed","false","true","false","true","true","","Johns, Braun and Langworth - New Business - 2018117","","0.0","ClosedWon","New Business"
"0060b00000pOu5MAAS","0010b00002EBgNmAAL","Camp Scratch?n Sniff","2100.0","2018-12-25","2019-03-30","","Closed","Closed","false","true","false","true","true","","Camp Scratch’n Sniff - New Business - 201836","","0.0","ClosedWon","New Business"
"0060b00000pOu5aAAC","0010b00002EBgKvAAL","GeekStorm","8700.0","2019-03-11","","","Omitted","Omitted","false","true","false","true","false","Website","GeekStorm - New Business - 2018528","","0.0","ClosedLost","New Business"
"0060b00000pOu5cAAC","0010b00002EBgKTAA1","Poochies","6660.0","2019-05-20","2019-08-23","","Closed","Closed","false","true","false","true","true","Referral","Poochies - New Business - 2018626","","0.0","ClosedWon","New Business"
"0060b00000pOu5iAAC","0010b00002EBgKzAAL","Junk Sure","5760.0","2019-07-28","","","BestCase","Best Case","false","true","false","false","false","TradeShow","Junk Sure - New Business - 2018719","","0.0","Stage3","New Business"
"0060b00000pOu5nAAC","0010b00002EBgKnAAL","TechnoAfrica Internet","2580.0","2019-06-03","","","Omitted","Omitted","false","true","false","true","false","","TechnoAfrica Internet - New Business - 2018821","","0.0","ClosedLost","New Business"
"0060b00000pOu5uAAC","0010b00002EBgOuAAL","Barton, Smith and Auer","7200.0","2017-09-23","2017-12-27","","Closed","Closed","false","true","false","true","true","TradeShow","Barton, Smith and Auer - New Business - 20161024","","0.0","ClosedWon","New Business"
"0060b00000pOu5wAAC","0010b00002EBgMKAA1","Home Transformations","103680.0","2017-08-12","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Home Transformations - New Business - 20161027","","0.0","ClosedLost","New Business"
"0060b00000pOu5xAAC","0010b00002EBgMNAA1","Beatty and Sons","78000.0","2017-08-14","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Beatty and Sons - New Business - 20161027","","0.0","ClosedLost","New Business"
"0060b00000pOu5zAAC","0010b00002EBgOcAAL","Olympix","41460.0","2017-09-10","","","Omitted","Omitted","false","true","false","true","false","Website","Olympix - New Business - 20161128","","0.0","ClosedLost","New Business"
"0060b00000pOu60AAC","0010b00002EBgMBAA1","Peek-a-Pooch","1260.0","2017-09-20","2017-12-24","","Closed","Closed","false","true","false","true","true","Website","Peek-a-Pooch - New Business - 2016121","","0.0","ClosedWon","New Business"
"0060b00000pOu61AAC","0010b00002EBgLPAA1","Visualize This!","78732.0","2017-10-13","","","Omitted","Omitted","false","true","false","true","false","Referral","Visualize This! - New Business - 20161212","","0.0","ClosedLost","New Business"
"0060b00000pOu62AAC","0010b00002EBgPpAAL","Maroptic","3660.0","2017-11-03","2018-02-06","","Closed","Closed","false","true","false","true","true","","Maroptic - New Business - 20161216","","0.0","ClosedWon","New Business"
"0060b00000pOu65AAC","0010b00002EBgLtAAL","MYFLIGHT.COM","1560.0","2017-10-29","","","Omitted","Omitted","false","true","false","true","false","","MYFLIGHT.COM - New Business - 20161219","","0.0","ClosedLost","New Business"
"0060b00000pOu68AAC","0010b00002EBgQ9AAL","Recritube","13320.0","2017-12-21","2019-03-26","","Closed","Closed","false","true","false","true","true","Website","Recritube - New Business - 2017117","","0.0","ClosedWon","New Business"
"0060b00000pOu69AAC","0010b00002EBgM9AAL","Right Device","6060.0","2017-11-06","2018-02-09","","Closed","Closed","false","true","false","true","true","Website","Right Device - New Business - 2017124","","0.0","ClosedWon","New Business"
"0060b00000pOu6AAAS","0010b00002EBgQ4AAL","Chez Naïveté","15240.0","2017-11-26","2018-02-01","","Closed","Closed","false","true","false","true","true","Referral","Chez Naïveté - New Business - 201721","","0.0","ClosedWon","New Business"
"0060b00000pOu6BAAS","0010b00002EBgLWAA1","Mad About Rodeo","41400.0","2017-11-17","2018-02-20","","Closed","Closed","false","true","false","true","true","TradeShow","Mad About Rodeo - New Business - 201722","","0.0","ClosedWon","New Business"
"0060b00000pOu6DAAS","0010b00002EBgL0AAL","Cronin-Hammes","3060.0","2017-11-30","","","Omitted","Omitted","false","true","false","true","false","Website","Cronin-Hammes - New Business - 2017213","","0.0","ClosedLost","New Business"
"0060b00000pOu6GAAS","0010b00002EBgQ8AAL","Aluminal","34740.0","2017-12-05","2018-03-10","","Closed","Closed","false","true","false","true","true","","Aluminal - New Business - 2017223","","0.0","ClosedWon","New Business"
"0060b00000pOu6HAAS","0010b00002EBgPZAA1","Brewsome Tuscon","32400.0","2018-01-23","2018-04-28","","Closed","Closed","false","true","false","true","true","Website","Brewsome Tuscon - New Business - 2017224","","0.0","ClosedWon","New Business"
"0060b00000pOu6JAAS","0010b00002EBgPhAAL","Sahara Sandworks","7680.0","2018-01-22","","","Omitted","Omitted","false","true","false","true","false","Referral","Sahara Sandworks - New Business - 201731","","0.0","ClosedLost","New Business"
"0060b00000pOu6KAAS","0010b00002EBgLJAA1","Willms-Jerde","3180.0","2018-01-01","2018-04-06","","Closed","Closed","false","true","false","true","true","Website","Willms-Jerde - New Business - 201731","","0.0","ClosedWon","New Business"
"0060b00000pOu6LAAS","0010b00002EBgLFAA1","Pipe Down","2700.0","2017-12-24","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Pipe Down - New Business - 201737","","0.0","ClosedLost","New Business"
"0060b00000pOu6OAAS","0010b00002EBgMEAA1","Empire?s R Us","4500.0","2018-01-12","2018-04-17","","Closed","Closed","false","true","false","true","true","","Empire’s R Us - New Business - 2017319","","0.0","ClosedWon","New Business"
